Display,Topic,Type,Answer Type,PMI System,PMI Code,Parent code,Item ID,Date of Last Update,,Standard Code Source,Source URL,LOINC Category Code (Search This),LOINC Category ID,LOINC Answer ID,FHIR System OID,FHIR Level,FHIR Code,UMLS (SNOMED) ConceptID,UMLS (SNOMED) DescriptionID
16 or more,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,PhysicalTherapistVisits_16orMore,HealthAdvice_PhysicalTherapistVisits,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, have you seen or talked to any of the following health care providers about your own health?...A dentist or orthodontist ",Insurance,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthAdvice_SpokenToDentist,HealthcareAccess_HealthAdvice,,1/31/2018,,,,,,,,,,,
Yes,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SpokenToDentist_Yes,HealthAdvice_SpokenToDentist,,1/31/2018,,,,,,,,,,,
No,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SpokenToDentist_No,HealthAdvice_SpokenToDentist,,1/31/2018,,,,,,,,,,,
What is the total number visits to a dentist or orthodontist that you made in the last 12 months,Insurance,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthAdvice_DentistVisits,HealthcareAccess_HealthAdvice,,1/31/2018,,,,,,,,,,,
1,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DentistVisits_1,HealthAdvice_DentistVisits,,1/31/2018,,,,,,,,,,,
2-3,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DentistVisits_2to3,HealthAdvice_DentistVisits,,1/31/2018,,,,,,,,,,,
4-5,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DentistVisits_4to5,HealthAdvice_DentistVisits,,1/31/2018,,,,,,,,,,,
6-7,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DentistVisits_6to7,HealthAdvice_DentistVisits,,1/31/2018,,,,,,,,,,,
8-9,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DentistVisits_8to9,HealthAdvice_DentistVisits,,1/31/2018,,,,,,,,,,,
10-12,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DentistVisits_10to12,HealthAdvice_DentistVisits,,1/31/2018,,,,,,,,,,,
13-15,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DentistVisits_13to15,HealthAdvice_DentistVisits,,1/31/2018,,,,,,,,,,,
16 or more,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DentistVisits_16orMore,HealthAdvice_DentistVisits,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, have you seen or talked to any of the following health care providers about your own health?...A medical doctor who specializes in a particular medical disease or problem (other than obstetrician/gynecologist, psychiatrist, or ophthalmologist",Insurance,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthAdvice_SpokenToMedicalSpecialist,HealthcareAccess_HealthAdvice,,1/31/2018,,,,,,,,,,,
Yes,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SpokenToMedicalSpecialist_Yes,HealthAdvice_SpokenToMedicalSpecialist,,1/31/2018,,,,,,,,,,,
No,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SpokenToMedicalSpecialist_No,HealthAdvice_SpokenToMedicalSpecialist,,1/31/2018,,,,,,,,,,,
What is the total number visits to a medical doctor who specializes in a particular medical disease or problem that you made in the last 12 months,Insurance,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthAdvice_MedicalSpecialistVisits,HealthcareAccess_HealthAdvice,,1/31/2018,,,,,,,,,,,
1,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MedicalSpecialistVisits_1,HealthAdvice_MedicalSpecialistVisits,,1/31/2018,,,,,,,,,,,
2-3,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MedicalSpecialistVisits_2to3,HealthAdvice_MedicalSpecialistVisits,,1/31/2018,,,,,,,,,,,
4-5,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MedicalSpecialistVisits_4to5,HealthAdvice_MedicalSpecialistVisits,,1/31/2018,,,,,,,,,,,
6-7,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MedicalSpecialistVisits_6to7,HealthAdvice_MedicalSpecialistVisits,,1/31/2018,,,,,,,,,,,
8-9,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MedicalSpecialistVisits_8to9,HealthAdvice_MedicalSpecialistVisits,,1/31/2018,,,,,,,,,,,
10-12,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MedicalSpecialistVisits_10to12,HealthAdvice_MedicalSpecialistVisits,,1/31/2018,,,,,,,,,,,
13-15,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MedicalSpecialistVisits_13to15,HealthAdvice_MedicalSpecialistVisits,,1/31/2018,,,,,,,,,,,
16 or more,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MedicalSpecialistVisits_16orMore,HealthAdvice_MedicalSpecialistVisits,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, have you seen or talked to any of the following health care providers about your own health?…Traditional healers such as, Shaman, acupuncturist, or non-western medicine? ",Insurance,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthAdvice_SpokenToTraditionalHealer,HealthcareAccess_HealthAdvice,,1/31/2018,,,,,,,,,,,
Yes,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SpokenToTraditionalHealer_Yes,HealthAdvice_SpokenToTraditionalHealer,,1/31/2018,,,,,,,,,,,
No,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SpokenToTraditionalHealer_No,HealthAdvice_SpokenToTraditionalHealer,,1/31/2018,,,,,,,,,,,
What is the total number visits to a traditional healer that you made in the last 12 months,Insurance,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthAdvice_TraditionalHealerVisits,HealthcareAccess_HealthAdvice,,1/31/2018,,,,,,,,,,,
1,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TraditionalHealerVisits_1,HealthAdvice_TraditionalHealerVisits,,1/31/2018,,,,,,,,,,,
2-3,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TraditionalHealerVisits_2to3,HealthAdvice_TraditionalHealerVisits,,1/31/2018,,,,,,,,,,,
4-5,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TraditionalHealerVisits_4to5,HealthAdvice_TraditionalHealerVisits,,1/31/2018,,,,,,,,,,,
6-7,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TraditionalHealerVisits_6to7,HealthAdvice_TraditionalHealerVisits,,1/31/2018,,,,,,,,,,,
8-9,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TraditionalHealerVisits_8to9,HealthAdvice_TraditionalHealerVisits,,1/31/2018,,,,,,,,,,,
10-12,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TraditionalHealerVisits_10to12,HealthAdvice_TraditionalHealerVisits,,1/31/2018,,,,,,,,,,,
13-15,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TraditionalHealerVisits_13to15,HealthAdvice_TraditionalHealerVisits,,1/31/2018,,,,,,,,,,,
16 or more,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TraditionalHealerVisits_16orMore,HealthAdvice_TraditionalHealerVisits,,1/31/2018,,,,,,,,,,,
How often were you treated with respect by your health care providers? Would you say… ,Insurance,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthAdvice_RespectedByProvider,HealthcareAccess_HealthAdvice,,1/31/2018,,,,,,,,,,,
Always,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,RespectedByProvider_Always,HealthAdvice_RespectedByProvider,,1/31/2018,,,,,,,,,,,
Most of the time,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,RespectedByProvider_MostOfTheTime,HealthAdvice_RespectedByProvider,,1/31/2018,,,,,,,,,,,
Some of the time,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,RespectedByProvider_SomeOfTheTime,HealthAdvice_RespectedByProvider,,1/31/2018,,,,,,,,,,,
None of the time,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,RespectedByProvider_NoneOfTheTime,HealthAdvice_RespectedByProvider,,1/31/2018,,,,,,,,,,,
"How often did your health care providers ask for your opinions or beliefs about your medical care or treatment? For example, what kind of tests, procedures, or medications you prefer. Would you say… ",Insurance,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthAdvice_AskedForOpinion,HealthcareAccess_HealthAdvice,,1/31/2018,,,,,,,,,,,
Always,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,AskedForOpinion_Always,HealthAdvice_AskedForOpinion,,1/31/2018,,,,,,,,,,,
Most of the time,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,AskedForOpinion_MostOfTheTime,HealthAdvice_AskedForOpinion,,1/31/2018,,,,,,,,,,,
Some of the time,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,AskedForOpinion_SomeOfTheTime,HealthAdvice_AskedForOpinion,,1/31/2018,,,,,,,,,,,
None of the time,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,AskedForOpinion_NoneOfTheTime,HealthAdvice_AskedForOpinion,,1/31/2018,,,,,,,,,,,
How often did your health care providers tell or give you information about your health and health care that was easy to understand? Would you say… ,Insurance,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthAdvice_EaseofUnderstanding,HealthcareAccess_HealthAdvice,,1/31/2018,,,,,,,,,,,
Always,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,EaseofUnderstanding_Always,HealthAdvice_EaseofUnderstanding,,1/31/2018,,,,,,,,,,,
Most of the time,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,EaseofUnderstanding_MostOfTheTime,HealthAdvice_EaseofUnderstanding,,1/31/2018,,,,,,,,,,,
Some of the time,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,EaseofUnderstanding_SomeOfTheTime,HealthAdvice_EaseofUnderstanding,,1/31/2018,,,,,,,,,,,
None of the time,Insurance,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,EaseofUnderstanding_NoneOfTheTime,HealthAdvice_EaseofUnderstanding,,1/31/2018,,,,,,,,,,,
Delayed Medical Care,Delayed Medical Care,Topic,,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthcareAccess_DelayedMedicalCare,HealthcareAccess,,1/31/2018,,,,,,,,,,,
There are many reasons people delay getting medical care. Have you delayed getting care for any of the following reasons in the PAST 12 MONTHS? ...Didn't have transportation,Delayed Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,DelayedMedicalCare_Transportation,HealthcareAccess_DelayedMedicalCare,,1/31/2018,,,,,,,,,,,
Yes,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,Transportation_Yes,DelayedMedicalCare_Transportation,,1/31/2018,,,,,,,,,,,
No,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,Transportation_No,DelayedMedicalCare_Transportation,,1/31/2018,,,,,,,,,,,
There are many reasons people delay getting medical care. Have you delayed getting care for any of the following reasons in the PAST 12 MONTHS? ...Couldn’t get time off work.,Delayed Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,DelayedMedicalCare_TimeOffWork,HealthcareAccess_DelayedMedicalCare,,1/31/2018,,,,,,,,,,,
Yes,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TimeOffWork_Yes,DelayedMedicalCare_TimeOffWork,,1/31/2018,,,,,,,,,,,
No,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TimeOffWork_No,DelayedMedicalCare_TimeOffWork,,1/31/2018,,,,,,,,,,,
There are many reasons people delay getting medical care. Have you delayed getting care for any of the following reasons in the PAST 12 MONTHS?...Couldn’t get child care.,Delayed Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,DelayedMedicalCare_ChildCare,HealthcareAccess_DelayedMedicalCare,,1/31/2018,,,,,,,,,,,
Yes,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,ChildCare_Yes,DelayedMedicalCare_ChildCare,,1/31/2018,,,,,,,,,,,
No,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,ChildCare_No,DelayedMedicalCare_ChildCare,,1/31/2018,,,,,,,,,,,
There are many reasons people delay getting medical care. Have you delayed getting care for any of the following reasons in the PAST 12 MONTHS?...Couldn’t get elderly care.,Delayed Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,DelayedMedicalCare_ElderlyCare,HealthcareAccess_DelayedMedicalCare,,1/31/2018,,,,,,,,,,,
Yes,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,ElderlyCare_Yes,DelayedMedicalCare_ElderlyCare,,1/31/2018,,,,,,,,,,,
No,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,ElderlyCare_No,DelayedMedicalCare_ElderlyCare,,1/31/2018,,,,,,,,,,,
There are many reasons people delay getting medical care. Have you delayed getting care for any of the following reasons in the PAST 12 MONTHS?…Couldn’t afford the co-pay ,Delayed Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,DelayedMedicalCare_CantAffordCoPay,HealthcareAccess_DelayedMedicalCare,,1/31/2018,,,,,,,,,,,
Yes,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCoPay_Yes,DelayedMedicalCare_CantAffordCoPay,,1/31/2018,,,,,,,,,,,
No,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCoPay_No,DelayedMedicalCare_CantAffordCoPay,,1/31/2018,,,,,,,,,,,
There are many reasons people delay getting medical care. Have you delayed getting care for any of the following reasons in the PAST 12 MONTHS?…Your deductible was too high/or could not afford the deductible ,Delayed Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,DelayedMedicalCare_DeductibleTooHigh,HealthcareAccess_DelayedMedicalCare,,1/31/2018,,,,,,,,,,,
Yes,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DeductibleTooHigh_Yes,DelayedMedicalCare_DeductibleTooHigh,,1/31/2018,,,,,,,,,,,
No,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DeductibleTooHigh_No,DelayedMedicalCare_DeductibleTooHigh,,1/31/2018,,,,,,,,,,,
There are many reasons people delay getting medical care. Have you delayed getting care for any of the following reasons in the PAST 12 MONTHS?…You had to pay out of pocket for some or all of the procedure ,Delayed Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,DelayedMedicalCare_HadToPayOutOfPocket,HealthcareAccess_DelayedMedicalCare,,1/31/2018,,,,,,,,,,,
Yes,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,HadToPayOutOfPocket_Yes,DelayedMedicalCare_HadToPayOutOfPocket,,1/31/2018,,,,,,,,,,,
No,Delayed Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,HadToPayOutOfPocket_No,DelayedMedicalCare_HadToPayOutOfPocket,,1/31/2018,,,,,,,,,,,
Can't Afford Medical Care,Can't Afford Medical Care,Topic,,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthcareAccess_CantAffordCare,HealthcareAccess,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it? ...Prescription medicines ",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_PrescriptionMedicines,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,PrescriptionMedicines_Yes,CantAffordCare_PrescriptionMedicines,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,PrescriptionMedicines_No,CantAffordCare_PrescriptionMedicines,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it? ..Mental health care or counseling ",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_MentalHealthCounseling,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MentalHealthCounseling_Yes,CantAffordCare_MentalHealthCounseling,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MentalHealthCounseling_No,CantAffordCare_MentalHealthCounseling,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it? …Emergency care",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_EmergencyCare,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,EmergencyCare_Yes,CantAffordCare_EmergencyCare,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,EmergencyCare_No,CantAffordCare_EmergencyCare,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it?...Dental care (including check ups)",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_DentalCare,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DentalCare_Yes,CantAffordCare_DentalCare,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DentalCare_No,CantAffordCare_DentalCare,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it?...Eyeglasses ",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_Eyeglasses,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,Eyeglasses_Yes,CantAffordCare_Eyeglasses,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,Eyeglasses_No,CantAffordCare_Eyeglasses,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it?…To see a regular doctor or general health provider (in primary care, general practice, internal medicine, family medicine)",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_HealthcareProvider,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthcareProvider_Yes,CantAffordCare_HealthcareProvider,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthcareProvider_No,CantAffordCare_HealthcareProvider,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it?...To see a specialist ",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_Specialist,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,Specialist_Yes,CantAffordCare_Specialist,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,Specialist_No,CantAffordCare_Specialist,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it?...Follow-up care ",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_FollowupCare,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FollowupCare_Yes,CantAffordCare_FollowupCare,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FollowupCare_No,CantAffordCare_FollowupCare,,1/31/2018,,,,,,,,,,,
"If you get sick or have an accident, how worried are you that you will be able to pay your medical bills? Are you very worried, somewhat worried, or not at all worried? ",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_AbleToPayMedicalBills,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Very worried,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,AbleToPayMedicalBills_VeryWorried,CantAffordCare_AbleToPayMedicalBills,,1/31/2018,,,,,,,,,,,
Somewhat worried,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,AbleToPayMedicalBills_SomewhatWorried,CantAffordCare_AbleToPayMedicalBills,,1/31/2018,,,,,,,,,,,
Not at all worried,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,AbleToPayMedicalBills_NotWorried,CantAffordCare_AbleToPayMedicalBills,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, were any of the following true for you?…You skipped medication doses to save money ",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_SkippedMedToSaveMoney,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SkippedMedToSaveMoney_Yes,CantAffordCare_SkippedMedToSaveMoney,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SkippedMedToSaveMoney_No,CantAffordCare_SkippedMedToSaveMoney,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, were any of the following true for you?…You took less medicine to save money ",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_TookLessMedToSaveMoney,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TookLessMedToSaveMoney_Yes,CantAffordCare_TookLessMedToSaveMoney,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,TookLessMedToSaveMoney_No,CantAffordCare_TookLessMedToSaveMoney,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, were any of the following true for you?…You delayed filling a prescription to save money ",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_DelayedFillingRxToSaveMoney,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DelayedFillingRxToSaveMoney_Yes,CantAffordCare_DelayedFillingRxToSaveMoney,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,DelayedFillingRxToSaveMoney_No,CantAffordCare_DelayedFillingRxToSaveMoney,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, were any of the following true for you?…You asked your doctor for a lower cost medication to save money ",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_LowerCostRxToSaveMoney,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,LowerCostRxToSaveMoney_Yes,CantAffordCare_LowerCostRxToSaveMoney,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,LowerCostRxToSaveMoney_No,CantAffordCare_LowerCostRxToSaveMoney,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, were any of the following true for you?…You bought prescription drugs from another country to save money",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_BoughtRxFromOtherCountry,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,BoughtRxFromOtherCountry_Yes,CantAffordCare_BoughtRxFromOtherCountry,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,BoughtRxFromOtherCountry_No,CantAffordCare_BoughtRxFromOtherCountry,,1/31/2018,,,,,,,,,,,
"DURING THE PAST 12 MONTHS, were any of the following true for you?…You used alternative therapies to save money",Can't Afford Medical Care,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,CantAffordCare_AlternativeTherapies,HealthcareAccess_CantAffordCare,,1/31/2018,,,,,,,,,,,
Yes,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,AlternativeTherapies_Yes,CantAffordCare_AlternativeTherapies,,1/31/2018,,,,,,,,,,,
No,Can't Afford Medical Care,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,AlternativeTherapies_No,CantAffordCare_AlternativeTherapies,,1/31/2018,,,,,,,,,,,
Health Provider,Health Provider,Topic,,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthcareAccess_HealthProviderRaceReligion,HealthcareAccess,,1/31/2018,,,,,,,,,,,
"The following questions are about your experiences with health care providers in the past year. Some people think it is important for their providers to understand or share their race or ethnicity or gender or religion or beliefs or native language. 

How important is it to you that your health care providers understand or are similar to you in any of these ways? Would you say... ",Health Provider,Question,single select ,http://terminology.pmi-ops.org/CodeSystem/ppi,HealthProviderRaceReligion_HowImportant,HealthcareAccess_HealthProviderRaceReligion,,1/31/2018,,,,,,,,,,,
Very Important,Health Provider,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,HowImportant_VeryImportant,HealthProviderRaceReligion_HowImportant,,1/31/2018,,,,,,,,,,,
Somewhat important,Health Provider,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,HowImportant_SomewhatImportant,HealthProviderRaceReligion_HowImportant,,1/31/2018,,,,,,,,,,,
